serial #,market code,vessel ID,landing year,fbus ID,reported catch lbs,unit price,gear code,origin code,port code,land date - month,land date - day,fish_lic
N355922,752,19235,1978,2449,500,0.25,15,458,452,1,24,
N355923,752,19235,1978,2649,625,0.2,15,458,452,1,26,
N355924,752,19235,1978,3249,300,0.25,15,472,452,2,1,
N355925,752,19235,1978,5842,300,0.25,15,478,452,2,27,
N355926,752,19235,1978,5942,500,0.25,15,438,452,2,28,
N355934,752,19235,1978,7242,100,0,15,472,452,3,13,
N355935,752,19235,1978,7442,500,0.25,15,472,452,3,15,
N355942,752,19235,1978,7942,500,0.25,15,400,452,3,20,
N355943,752,19235,1978,7942,739,0.2,15,472,452,3,20,
N355947,752,19235,1978,8742,400,0.25,15,472,452,3,28,
N355948,752,19235,1978,9042,750,0.25,15,472,452,3,31,
N355949,752,19235,1978,9242,400,0.25,15,472,452,4,2,
N300284,752,30010,1978,3749,100,0.09,15,600,611,2,6,
N300285,752,28194,1978,3749,50,0.09,15,600,611,2,6,
N174688,752,23084,1978,14644,994,0.3,15,472,452,5,26,
N174689,752,23084,1978,15444,600,0.3,15,472,452,6,3,
N174692,752,23084,1978,18044,1370,0.3,15,472,452,6,29,
N174700,752,23084,1978,25144,520,0.25,15,472,452,9,8,
N174700,752,23084,1978,25144,94,0.3,15,472,452,9,8,
N447054,752,30286,1978,17242,200,0.25,15,472,452,6,21,
N447055,752,30286,1978,17542,300,0.25,15,472,452,6,24,
N447056,752,30286,1978,17942,500,0.25,15,472,452,6,28,
N447061,752,30286,1978,19642,380,0.25,15,472,452,7,15,
N447065,752,30286,1978,20142,200,0.25,15,472,452,7,20,
N448980,752,24732,1978,29045,1632,0.15,15,400,440,10,17,
N448981,752,24732,1978,29345,2129,0.15,15,400,440,10,20,
N448982,752,31803,1978,29045,3631,0.15,15,400,440,10,17,
N448983,752,31803,1978,29345,2856,0.15,15,400,440,10,20,
N444344,752,19235,1978,2748,200,0.25,15,458,452,1,27,
N444350,752,19235,1978,4948,100,0.25,15,458,452,2,18,
N449870,752,19235,1978,7648,200,0.25,15,472,452,3,17,
N449884,752,19235,1978,7748,200,0.25,15,400,452,3,18,
N449903,752,19235,1978,9148,300,0.25,15,472,452,4,1,
N449918,752,19235,1978,9948,200,0.25,15,472,452,4,9,
N449934,752,19235,1978,10448,300,0.25,15,472,452,4,14,
N465702,752,30286,1978,17549,10,0.35,15,400,452,6,24,
N465703,752,30286,1978,17549,6,0.35,15,400,452,6,24,
N465704,752,30286,1978,17549,4,0.35,15,472,452,6,24,
N465705,752,30286,1978,17549,6,0.35,15,472,452,6,24,
N476363,752,19235,1978,13448,100,0.25,15,472,452,5,14,
N476375,752,19235,1978,14048,200,0.25,15,472,452,5,20,
N476409,752,19235,1978,11248,200,0,15,472,452,4,22,
N476424,752,19235,1978,12048,100,0.25,15,472,452,4,30,
N476431,752,19235,1978,12548,100,0.25,15,472,452,5,5,
N472201,752,19235,1978,9242,750,0.25,15,472,452,4,2,
N472203,752,19235,1978,10442,300,0.25,15,472,452,4,14,
N472208,752,19235,1978,10842,300,0.25,15,472,452,4,18,
N472216,752,19235,1978,11742,300,0.25,15,472,452,4,27,
N472217,752,19235,1978,11742,470,0.2,15,472,452,4,27,
N472218,752,19235,1978,12042,500,0.25,15,472,452,4,30,
N472219,752,19235,1978,12542,500,0.25,15,472,452,5,5,
N472222,752,19235,1978,13442,300,0.25,15,472,452,5,14,
N472223,752,19235,1978,13842,350,0.2,15,472,452,5,18,
N472224,752,19235,1978,14042,500,0.25,15,472,452,5,20,
N472225,752,19235,1978,19942,400,0.25,15,472,452,7,18,
N472226,752,19235,1978,20242,450,0.25,15,400,452,7,21,
N472228,752,19235,1978,20542,500,0.25,15,472,452,7,24,
N472230,752,19235,1978,21642,400,0.25,15,472,452,8,4,
N472231,752,19235,1978,22842,500,0.2,15,472,452,8,16,
N472232,752,19235,1978,23642,450,0.2,15,400,452,8,24,
N472233,752,31803,1978,26342,500,0,15,472,452,9,20,
N472234,752,31803,1978,26842,500,0,15,472,452,9,25,
N472236,752,31803,1978,27042,500,0,15,472,452,9,27,
N472237,752,31803,1978,27642,500,0,15,472,452,10,3,
N472238,752,31803,1978,29842,500,0.2,15,472,452,10,25,
N472239,752,31803,1978,31042,750,0.2,15,400,452,11,6,
N472244,752,31803,1978,34742,500,0,15,472,452,12,13,
N472248,752,31803,1978,36142,1500,0.2,15,472,452,12,27,
N505462,752,23084,1978,15448,200,0.25,15,472,452,6,3,
N505480,752,30349,1978,16148,200,0,15,400,452,6,10,
N506526,752,23084,1978,18048,250,0.25,15,472,452,6,29,
N551799,752,23084,1978,28048,10,0.25,15,472,452,10,7,
N536681,752,99999,1978,28827,1277,0.1,15,200,223,10,15,
N536691,752,383,1978,31427,1106,0.12,15,200,223,11,10,
N536697,752,383,1978,33027,1510,0.12,15,200,223,11,26,
N532067,752,19235,1978,20248,20,0.25,15,472,452,7,21,
N532100,752,19235,1978,20948,200,0.25,15,472,452,7,28,
N551708,752,19235,1978,21748,200,0.25,15,472,452,8,5,
N551718,752,19235,1978,22448,200,0.25,15,472,452,8,12,
N551748,752,31803,1978,24548,100,0.25,15,472,452,9,2,
N551768,752,31803,1978,25248,200,0.25,15,472,452,9,9,
N551782,752,31803,1978,26648,100,0.25,15,472,452,9,23,
N551794,752,23084,1978,27348,100,0.25,15,472,452,9,30,
S165051,752,23575,1978,3068,3700,0.1,15,708,608,1,30,
S165052,752,23575,1978,3168,4050,0.1,15,708,608,1,31,
S165053,752,19165,1978,168,4775,0.1,15,709,608,1,1,
S165054,752,24242,1978,3268,1800,0.1,15,709,608,2,1,
S165055,752,23575,1978,3268,3000,0.1,15,708,608,2,1,
S165056,752,23575,1978,3368,2750,0.1,15,708,608,2,2,
S165057,752,24242,1978,3468,2150,0.1,15,709,608,2,3,
S165058,752,23575,1978,4668,1750,0.1,15,708,608,2,15,
S165059,752,23279,1978,4168,1950,0.1,15,709,608,2,10,
S165060,752,23575,1978,4868,2300,0.1,15,708,608,2,17,
S165061,752,23575,1978,4968,2350,0.1,15,708,608,2,18,
S165062,752,28575,1978,4968,480,0.1,15,600,608,2,18,
S165063,752,23575,1978,5068,2450,0.1,15,708,608,2,19,
S165064,752,23279,1978,5068,9230,0.1,15,709,608,2,19,
S165065,752,23575,1978,5168,2220,0.1,15,708,608,2,20,
S165066,752,23575,1978,5268,2500,0.1,15,708,608,2,21,
S165067,752,23279,1978,5368,800,0.1,15,709,608,2,22,
S165068,752,24242,1978,5468,3000,0.11,15,709,608,2,23,
S165069,752,23575,1978,5468,3350,0.1,15,708,608,2,23,
S165070,752,23575,1978,5568,2000,0.1,15,709,608,2,24,
S165071,752,28575,1978,5568,1650,0.1,15,708,608,2,24,
S165072,752,24242,1978,5668,2495,0.11,15,709,608,2,25,
S165073,752,23575,1978,5668,2700,0.1,15,708,608,2,25,
S165074,752,23575,1978,6568,2100,0.1,15,708,608,3,6,
S165075,752,23279,1978,6668,1125,0.1,15,709,608,3,7,
S165076,752,23575,1978,6668,2350,0.1,15,708,608,3,7,
S165077,752,28052,1978,6668,2950,0.11,15,709,608,3,7,
S165078,752,23279,1978,6768,2225,0.1,15,709,608,3,8,
S165079,752,28052,1978,6768,2950,0.11,15,709,608,3,8,
S165080,752,23575,1978,6768,2700,0.1,15,708,608,3,8,
S165081,752,23575,1978,7368,3250,0.1,15,708,608,3,14,
S165082,752,28052,1978,7368,3200,0.1,15,709,608,3,14,
S165083,752,23279,1978,7368,2200,0.1,15,709,608,3,14,
S165084,752,28052,1978,7468,3600,0.1,15,709,608,3,15,
S165085,752,23575,1978,7468,4100,0.1,15,708,608,3,15,
S165086,752,28575,1978,7468,1350,0.1,15,600,608,3,15,
S165087,752,24242,1978,7568,1250,0.11,15,709,608,3,16,
S165088,752,23279,1978,7668,1830,0.11,15,709,608,3,17,
S165089,752,23575,1978,7768,2410,0.11,15,709,608,3,18,
S165090,752,28052,1978,7768,3275,0.1,15,709,608,3,18,
S165091,752,23279,1978,7868,9675,0.1,15,709,608,3,19,
S165092,752,28575,1978,7868,1860,0.1,15,600,608,3,19,
S165093,752,28052,1978,7968,1700,0.1,15,709,608,3,20,
S156501,752,14974,1978,8187,1100,0.1,15,843,880,3,22,
S156502,752,14974,1978,8287,1230,0.1,15,843,880,3,23,
S156503,752,14974,1978,8287,1200,0.1,15,843,880,3,23,
S156504,752,26778,1978,8287,3180,0.1,15,843,880,3,23,
S156505,752,26511,1978,8287,1300,0.1,15,843,880,3,23,
S156506,752,26778,1978,8387,1120,0.1,15,843,880,3,24,
S156507,752,14974,1978,8387,1160,0.1,15,843,880,3,24,
S156508,752,14974,1978,8387,1180,0.1,15,843,880,3,24,
S156509,752,14974,1978,8687,410,0.1,15,843,880,3,27,
S156510,752,14974,1978,8687,680,0.1,15,843,880,3,27,
S156511,752,26511,1978,8687,400,0.1,15,843,880,3,27,
S156512,752,14974,1978,8787,800,0.1,15,843,880,3,28,
S156513,752,14974,1978,8787,1060,0.1,15,843,880,3,28,
S156514,752,14974,1978,8887,1320,0.1,15,843,880,3,29,
S156515,752,14974,1978,8887,1220,0.1,15,843,880,3,29,
S156516,752,26511,1978,8887,1020,0.1,15,843,880,3,29,
S156518,752,14974,1978,8987,1070,0.1,15,843,880,3,30,
S156519,752,14974,1978,8987,1060,0.1,15,843,880,3,30,
S156520,752,14974,1978,9087,800,0.1,15,843,880,3,31,
S156521,752,14974,1978,9087,1330,0.1,15,843,880,3,31,
S156522,752,26511,1978,9087,1200,0.1,15,843,880,3,31,
S156526,752,14974,1978,9387,750,0.1,15,843,880,4,3,
S156527,752,14974,1978,9387,770,0.1,15,843,880,4,3,
S156528,752,26511,1978,9387,320,0.1,15,843,880,4,3,
S156529,752,14974,1978,9487,370,0.1,15,843,880,4,4,
S165094,752,23575,1978,7968,2275,0.1,15,708,608,3,20,
S165095,752,23279,1978,8068,8825,0.1,15,708,608,3,21,
S165096,752,23575,1978,8368,2100,0.1,15,709,608,3,24,
S165097,752,28575,1978,8468,1600,0.1,15,708,608,3,25,
S165098,752,28052,1978,8468,1550,0,15,709,608,3,25,
S165099,752,23575,1978,8568,3075,0.1,15,709,608,3,26,
S165100,752,23575,1978,8768,3220,0.1,15,709,608,3,28,
S165128,752,23028,1978,869,4190,0.11,15,710,611,1,8,
S165129,752,23287,1978,869,360,0.11,15,710,611,1,8,
S165130,752,27973,1978,869,280,0.11,15,711,611,1,8,
S165131,752,27531,1978,869,3620,0.11,15,710,611,1,8,
S165132,752,27531,1978,869,2240,0.11,15,710,611,1,8,
S165133,752,21682,1978,869,1900,0.11,15,710,611,1,8,
S165134,752,23029,1978,1369,2120,0.12,15,710,611,1,13,
S165135,752,21682,1978,1369,1240,0.11,15,710,611,1,13,
S165136,752,23569,1978,1369,1550,0.11,15,710,611,1,13,
S165137,752,23287,1978,1369,3360,0.11,15,710,611,1,13,
S165138,752,23287,1978,1369,2320,0.11,15,710,611,1,13,
S165139,752,27531,1978,1369,2880,0.11,15,710,611,1,13,
S165140,752,27531,1978,1369,2860,0.11,15,710,611,1,13,
S165141,752,23029,1978,2269,1500,0.14,15,710,611,1,22,
S165142,752,23028,1978,2269,8220,0.11,15,710,611,1,22,
S165143,752,20724,1978,2269,3830,0.11,15,690,611,1,22,
S165144,752,27531,1978,2269,3810,0.11,15,710,611,1,22,
S165145,752,27531,1978,2269,6950,0.11,15,710,611,1,22,
S165146,752,21682,1978,2269,3880,0.11,15,690,611,1,22,
S165147,752,21682,1978,2269,1830,0.11,15,690,611,1,22,
S165148,752,30052,1978,2269,3380,0.11,15,711,611,1,22,
S165149,752,30052,1978,2469,3240,0.11,15,711,611,1,24,
S165150,752,23287,1978,2469,3000,0.11,15,710,611,1,24,
S166951,752,28575,1978,8768,1900,0.1,15,708,608,3,28,
S166952,752,23575,1978,8868,2100,0.1,15,600,608,3,29,
S166953,752,28575,1978,8868,1575,0.1,15,600,608,3,29,
S166954,752,28052,1978,9368,1360,0.1,15,708,608,4,3,
S166955,752,23575,1978,9368,2100,0.1,15,709,608,4,3,
S166956,752,23279,1978,9568,1900,0.1,15,709,608,4,5,
S166957,752,23279,1978,9668,2700,0.1,15,709,608,4,6,
S166958,752,28052,1978,9668,1700,0.1,15,708,608,4,6,
S166959,752,28575,1978,9668,1120,0.1,15,708,608,4,6,
S166960,752,23575,1978,24768,2300,0.1,15,709,608,9,4,
S166961,752,28052,1978,10068,2100,0.1,15,709,608,4,10,
S166962,752,23575,1978,10068,4275,0.1,15,709,608,4,10,
S166963,752,23279,1978,10068,5000,0.1,15,708,608,4,10,
S166964,752,28575,1978,10068,2450,0.1,15,708,608,4,10,
S166965,752,28052,1978,10168,2725,0.1,15,708,608,4,11,
S166966,752,23575,1978,10168,4225,0.1,15,709,608,4,11,
S166967,752,28052,1978,10268,3050,0.1,15,709,608,4,12,
S166968,752,23575,1978,10268,4100,0.1,15,709,608,4,12,
S166969,752,28575,1978,10268,2750,0.1,15,708,608,4,12,
S166970,752,23279,1978,10268,5360,0.1,15,708,608,4,12,
S166971,752,23279,1978,10368,2670,0.1,15,708,608,4,13,
S166972,752,28575,1978,10368,2050,0.1,15,708,608,4,13,
S166973,752,23575,1978,10368,4000,0.1,15,709,608,4,13,
S166974,752,28052,1978,10368,3300,0.1,15,709,608,4,13,
S166975,752,23575,1978,10468,2500,0.1,15,709,608,4,14,
S166976,752,28052,1978,10468,3000,0.1,15,600,608,4,14,
S166977,752,28052,1978,10868,1500,0.1,15,709,608,4,18,
S166978,752,23575,1978,10868,3450,0.1,15,709,608,4,18,
S166979,752,23279,1978,11368,3960,0.1,15,708,608,4,23,
S166980,752,28575,1978,11368,1400,0.1,15,708,608,4,23,
S166981,752,28052,1978,11768,2450,0.1,15,709,608,4,27,
S166982,752,24242,1978,11468,1150,0.11,15,709,608,4,24,
S166983,752,23575,1978,11468,3850,0.1,15,709,608,4,24,
S166984,752,28052,1978,11468,2400,0.1,15,708,608,4,24,
S166985,752,28575,1978,11468,2400,0.1,15,708,608,4,24,
S166986,752,23279,1978,11568,9120,0.1,15,709,608,4,25,
S166987,752,23575,1978,11768,2900,0.1,15,709,608,4,27,
S166988,752,28575,1978,11768,3100,0.1,15,708,608,4,27,
S166989,752,23279,1978,11868,4090,0.1,15,708,608,4,28,
S166990,752,28052,1978,11868,3325,0.1,15,709,608,4,28,
S166991,752,23575,1978,11868,2400,0.1,15,709,608,4,28,
S166992,752,28575,1978,12268,2400,0.1,15,708,608,5,2,
S166993,752,23575,1978,12268,3900,0.1,15,709,608,5,2,
S166994,752,28052,1978,12268,4150,0.1,15,709,608,5,2,
S166995,752,23575,1978,12368,2400,0.1,15,709,608,5,3,
S166996,752,28052,1978,12868,1850,0.1,15,709,608,5,8,
S166997,752,23279,1978,12368,3700,0.1,15,708,608,5,3,
S166998,752,28575,1978,12368,2700,0.1,15,708,608,5,3,
S166999,752,23279,1978,12468,2400,0.11,15,728,608,5,4,
S167000,752,28575,1978,12468,2500,0.1,15,708,608,5,4,
N560256,752,22567,1978,34224,1400,0.12,15,268,223,12,8,
N560261,752,22567,1978,34424,1773,0.12,15,268,223,12,10,
N560272,752,383,1978,34724,476,0.12,15,268,223,12,13,
S144010,752,23250,1978,276,2300,0.1,15,685,608,1,2,
S144011,752,25567,1978,276,5070,0.1,15,686,608,1,2,
S144012,752,29698,1978,376,1060,0.1,15,686,608,1,3,
S144013,752,23250,1978,776,1720,0.1,15,685,608,1,7,
S144014,752,25721,1978,776,5880,0.1,15,685,608,1,7,
S144015,752,25567,1978,876,5720,0.1,15,686,608,1,8,
S144016,752,25567,1978,1376,5810,0.1,15,686,608,1,13,
S144017,752,25567,1978,1476,4080,0.1,15,685,608,1,14,
S144018,752,23250,1978,1476,1280,0.1,15,685,608,1,14,
S144019,752,12367,1978,2076,1400,0.11,15,720,742,1,20,
S144020,752,12367,1978,2376,3695,0.11,15,720,742,1,23,
S144021,752,23250,1978,2576,3240,0.1,15,686,608,1,25,
S144022,752,29698,1978,2576,3940,0.1,15,685,608,1,25,
S144023,752,28052,1978,2676,3320,0.1,15,686,608,1,26,
S144024,752,27874,1978,2676,8400,0.1,15,686,608,1,26,
S144025,752,12367,1978,2676,2615,0.11,15,720,742,1,26,
S144026,752,29698,1978,2876,3730,0.1,15,686,608,1,28,
S144027,752,23250,1978,2776,5400,0.1,15,685,608,1,27,
S144028,752,27874,1978,2876,6060,0.1,15,687,608,1,28,
S144029,752,29698,1978,2976,6720,0.1,15,685,608,1,29,
S144030,752,28052,1978,2976,2900,0.1,15,686,608,1,29,
S144031,752,25721,1978,3076,6000,0.1,15,687,608,1,30,
S144032,752,28052,1978,3176,3850,0.1,15,685,608,1,31,
S144033,752,23250,1978,3176,3260,0.1,15,686,608,1,31,
S144034,752,25721,1978,3176,1384,0.1,15,686,608,1,31,
S144035,752,12367,1978,3176,2705,0.11,15,720,742,1,31,
S144036,752,22937,1978,3276,7320,0.1,15,720,742,2,1,
S144037,752,28052,1978,3376,1950,0.11,15,685,608,2,2,
S144038,752,23250,1978,3376,3280,0.11,15,686,608,2,2,
S144039,752,25567,1978,3376,6500,0.11,15,687,608,2,2,
S144040,752,29698,1978,3376,11870,0.11,15,686,608,2,2,
S144041,752,28052,1978,3476,2450,0.11,15,685,608,2,3,
S144042,752,29815,1978,3476,820,0.11,15,685,608,2,3,
S144043,752,23250,1978,3476,2200,0.11,15,686,608,2,3,
S144044,752,25567,1978,3476,5700,0.11,15,687,608,2,3,
S144045,752,12367,1978,3476,2535,0.11,15,720,742,2,3,
S144046,752,22937,1978,3776,5640,0.11,15,765,742,2,6,
S144047,752,25567,1978,3776,4150,0.11,15,686,608,2,6,
S144048,752,25567,1978,4776,6920,0.11,15,765,608,2,16,
S144049,752,23250,1978,4876,6710,0.11,15,684,608,2,17,
S144050,752,25721,1978,4876,8360,0.11,15,685,608,2,17,
S154301,752,26778,1978,3387,820,0.1,15,843,880,2,2,
S154302,752,14974,1978,3387,1160,0.1,15,843,880,2,2,
S154303,752,14974,1978,3387,1150,0.1,15,843,880,2,2,
S154304,752,14974,1978,387,1010,0.1,15,843,880,1,3,
S154305,752,14974,1978,387,1000,0.1,15,843,880,1,3,
S154306,752,14974,1978,3787,1220,0.1,15,843,880,2,6,
S154307,752,14974,1978,3787,1190,0.1,15,843,880,2,6,
S154308,752,26778,1978,3887,850,0.1,15,843,880,2,7,
S154309,752,14974,1978,3887,1050,0.1,15,843,880,2,7,
S156530,752,14974,1978,9487,720,0.1,15,843,880,4,4,
S156531,752,26778,1978,9487,870,0.1,15,843,880,4,4,
S156532,752,26778,1978,9587,970,0.1,15,843,880,4,5,
S156533,752,14974,1978,9687,590,0.1,15,843,880,4,6,
S156534,752,14974,1978,9587,880,0.1,15,843,880,4,5,
S156535,752,14974,1978,9687,630,0.1,15,843,880,4,6,
S156536,752,14974,1978,9787,1000,0.1,15,843,880,4,7,
S156537,752,14974,1978,9787,980,0.1,15,843,880,4,7,
S156538,752,16390,1978,9787,920,0.1,15,843,880,4,7,
S156539,752,21341,1978,9787,940,0.1,15,843,880,4,7,
S156540,752,26778,1978,10187,1000,0.1,15,843,880,4,11,
S156541,752,16390,1978,10087,580,0.1,15,843,880,4,10,
S156542,752,21341,1978,9887,540,0.1,15,843,880,4,8,
S156543,752,26778,1978,10087,1070,0.1,15,843,880,4,10,
S156544,752,21341,1978,10087,590,0.1,15,843,880,4,10,
S156545,752,26511,1978,10087,1220,0.1,15,843,880,4,10,
S156546,752,14974,1978,10087,760,0.1,15,843,880,4,10,
S156547,752,14974,1978,10087,900,0.1,15,843,880,4,10,
S156548,752,14974,1978,28487,450,0.1,15,843,880,10,11,
S156549,752,14974,1978,10187,700,0.1,15,843,880,4,11,
S156550,752,26511,1978,10187,1420,0.1,15,843,880,4,11,
