serial #,market code,vessel ID,landing year,fbus ID,reported catch lbs,unit price,gear code,origin code,port code,land date - month,land date - day,fish_lic
Z256334,752,34091,2001,41357,224,1,18,268,223,1,1,L12564
Z256335,752,41815,2001,41357,1102,1,18,268,223,1,3,L04289
Z256336,752,41815,2001,41357,1102,1,18,268,223,1,3,L65659
Z256337,752,41815,2001,41357,1100,0.8,18,268,223,1,5,L04289
Z256338,752,41815,2001,41357,1100,0.8,18,268,223,1,5,L65659
Z256339,752,34091,2001,41357,1103,0.8,18,268,223,1,5,L25783
Z256340,752,34091,2001,41357,1103,0.8,18,268,223,1,5,L12564
Z256341,752,31761,2001,41357,673,1,18,268,223,1,7,L65659
Z256342,752,31761,2001,41357,673,1,18,268,223,1,7,L25783
Z256343,752,41815,2001,41357,1060,1,18,268,223,1,7,L04289
Z256344,752,41815,2001,41357,950,1,18,268,223,1,7,L01739
Z256345,752,31761,2001,41357,675,0.9,18,268,223,1,13,L65659
Z256346,752,31761,2001,41357,600,0.9,18,268,223,1,13,L67240
Z256347,752,41815,2001,41357,472,0.9,18,268,223,1,13,L25783
Z256348,752,41815,2001,41357,472,0.9,18,268,223,1,13,L12564
Z256349,752,41815,2001,41357,472,0.9,18,268,223,1,13,L04289
Z256350,752,31761,2001,41357,211,0.95,18,268,223,1,16,L65659
Z393262,752,43216,2001,31614,772,1.25,18,1040,223,1,31,L53848
Z393259,752,40800,2001,31614,455,1.2,18,1040,223,1,31,L28776
Z393260,752,44007,2001,31614,822,1.2,18,1040,223,1,31,L26104
Z393261,752,31761,2001,31614,428,1.35,18,1040,223,1,31,L67240
Z393263,752,31658,2001,31614,887,1.05,18,1040,223,1,31,L03285
Z393264,752,31658,2001,31614,754,1.05,18,1040,223,1,31,L01739
Z393252,752,23354,2001,31614,493,1.2,18,1040,223,1,28,L51411
Z393258,752,23354,2001,31614,370,1.3,18,1040,223,1,31,L25997
Z393253,752,44007,2001,31614,200,1.2,18,1040,223,1,30,L26104
Z393254,752,23354,2001,31614,585,1.15,18,1040,223,1,30,L25997
Z393255,752,31658,2001,31614,465,1.1,18,1040,223,1,30,L03285
Z393256,752,31658,2001,31614,273,1.1,18,1040,223,1,30,L68289
Z393257,752,35556,2001,31614,540,1.2,18,1040,223,1,31,L23327
N148522,752,32770,2001,70269,40,1,18,867,745,1,19,L30685
Z393045,752,38517,2001,31623,729,0.6,18,690,611,1,6,L50511
Z392983,752,35979,2001,31623,1145,1.5,18,690,611,1,16,L01769
Z392985,752,40015,2001,31623,655,1.3,18,711,611,1,18,L26440
